PC Number,Date,Item,Price,Items Sold,Sold Amount,% Sales,Item Reductions,Item Refunds,Item Net Sales
355673,2020-03-25,Bagel w/ Other Spread,1.74,388,675.12,0.15,0.63,1.74,672.75
355673,2020-03-25,"Bagel w/CC, Item Only",2.49,4188,10428.12,2.37,677.15,19.92,9732.03
355673,2020-03-25,Box of 12 Bagels & Cream Cheese,12.99,17,220.83,0.05,0.0,0.0,220.83
355673,2020-03-25,Box of 6 Bagels & Cream Cheese,8.99,18,161.82,0.04,0.0,0.0,161.82
355673,2020-03-25,1.5oz Plain CC,0.99,82,81.18,0.02,0.05,0.0,81.13
355673,2020-03-25,1.5oz Strawberry CC,0.99,13,12.87,0.0,0.0,0.0,12.87
355673,2020-03-25,1.5oz Veggie CC,0.99,20,19.8,0.0,0.0,0.0,19.8
355673,2020-03-25,z-No Price 8oz Plain CC,0.0,3,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,z-No Price 8oz Strawberry CC,0.0,1,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,z-No Price 1.5oz Plain CC,0.0,2857,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,z-No Price 1.5oz Strawberry CC,0.0,314,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,z-No Price 1.5oz Veggie CC,0.0,294,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,"12 Bagels, Item Only",9.99,4,39.96,0.01,0.5,0.0,39.46
355673,2020-03-25,"24 Bagels, Item Only",18.96,1,18.96,0.0,0.0,0.0,18.96
355673,2020-03-25,3 Bagels,3.87,4,15.48,0.0,0.19,0.0,15.29
355673,2020-03-25,"6 Bagels, Item Only",5.99,14,83.86,0.02,0.0,0.0,83.86
355673,2020-03-25,Cinnamon Raisin Bagel,1.39,49,68.11,0.02,0.28,0.0,67.83
355673,2020-03-25,Cinnamon Sugar Bagel,1.19,9,10.71,0.0,0.0,0.0,10.71
355673,2020-03-25,Everything Bagel,1.39,135,187.65,0.04,0.28,0.0,187.37
355673,2020-03-25,Multigrain Bagel,1.39,24,33.36,0.01,0.0,0.0,33.36
355673,2020-03-25,Plain Bagel,1.39,319,443.41,0.1,0.42,0.0,442.99
355673,2020-03-25,Sesame Bagel,1.39,44,61.16,0.01,0.28,0.0,60.88
355673,2020-03-25,6 Croissants,8.34,1,8.34,0.0,0.0,0.0,8.34
355673,2020-03-25,"Croissant, Plain Croissant",1.59,437,694.83,0.16,0.08,0.0,694.75
355673,2020-03-25,"English Muffin, Item Only",1.69,64,108.16,0.02,0.0,0.0,108.16
355673,2020-03-25,Multigrain Thin,1.29,3,3.87,0.0,0.0,0.0,3.87
355673,2020-03-25,Multigrain Thin w/CC,2.29,44,100.76,0.02,0.0,0.0,100.76
355673,2020-03-25,Texas Toast,0.99,3,2.97,0.0,0.0,0.0,2.97
355673,2020-03-25,"Coca-Cola Cooler Beverages, Apple Juice",1.99,431,857.69,0.19,0.7,0.0,856.99
355673,2020-03-25,"Coca-Cola Cooler Beverages, Bottled Water",1.89,831,1570.59,0.36,0.56,0.0,1570.03
355673,2020-03-25,"Coca-Cola Cooler Beverages, Coca-Cola",1.89,374,706.86,0.16,0.54,0.0,706.32
355673,2020-03-25,"Coca-Cola Cooler Beverages, Diet Coke",1.89,293,553.77,0.13,0.19,0.0,553.58
355673,2020-03-25,"Coca-Cola Cooler Beverages, Powerade Fruit Punch",2.69,49,131.81,0.03,0.0,0.0,131.81
355673,2020-03-25,"Coca-Cola Cooler Beverages, Powerade Lemon Lime",2.69,1,2.69,0.0,0.0,0.0,2.69
355673,2020-03-25,"Coca-Cola Cooler Beverages, Powerade Mountain Berry Blast",2.69,86,231.34,0.05,0.0,2.69,228.65
355673,2020-03-25,"Coca-Cola Cooler Beverages, Simply Orange Juice",2.29,983,2251.07,0.51,2.25,4.58,2244.24
355673,2020-03-25,"Coca-Cola Cooler Beverages, Sprite Lemon-Lime",1.89,158,298.62,0.07,0.66,0.0,297.96
355673,2020-03-25,"Coca-Cola Cooler Beverages, Vitamin Water XXX",2.69,2,5.38,0.0,0.0,0.0,5.38
355673,2020-03-25,"Dairy Cooler Beverages, Milk 14oz 1% Choc",1.99,20,39.8,0.01,0.0,0.0,39.8
355673,2020-03-25,"Dairy Cooler Beverages, Milk 14oz 1% Strawbry",1.99,43,85.57,0.02,0.0,0.0,85.57
355673,2020-03-25,"Dairy Cooler Beverages, Milk 14oz 1% White",1.99,7,13.93,0.0,0.0,0.0,13.93
355673,2020-03-25,"Dairy Cooler Beverages, Milk 14oz 2% White",1.99,3,5.97,0.0,0.0,0.0,5.97
355673,2020-03-25,"Dairy Cooler Beverages, Milk 14oz Skim White",1.99,2,3.98,0.0,0.0,0.0,3.98
355673,2020-03-25,"Dairy Cooler Beverages, Milk 14oz Whole Choc",1.99,276,549.24,0.12,0.81,0.0,548.43
355673,2020-03-25,"Dairy Cooler Beverages, Milk 14oz Whole White",1.99,99,197.01,0.04,0.4,0.0,196.61
355673,2020-03-25,"Dairy Cooler Beverages, Milk 16oz 1% Choc",1.99,9,17.91,0.0,0.0,0.0,17.91
355673,2020-03-25,"Dairy Cooler Beverages, Milk 16oz 1% White",1.99,4,7.96,0.0,0.0,0.0,7.96
355673,2020-03-25,"Dairy Cooler Beverages, Milk 16oz 2% Strawbry",1.99,2,3.98,0.0,0.1,0.0,3.88
355673,2020-03-25,"Dairy Cooler Beverages, Milk 16oz 2% White",1.99,4,7.96,0.0,0.0,0.0,7.96
355673,2020-03-25,"Dairy Cooler Beverages, Milk 16oz Fat Free Strawbry",1.99,14,27.86,0.01,0.0,0.0,27.86
355673,2020-03-25,"Dairy Cooler Beverages, Milk 16oz Skim White",1.99,4,7.96,0.0,0.0,0.0,7.96
355673,2020-03-25,"Dairy Cooler Beverages, Milk 16oz Whole Choc",1.99,155,308.45,0.07,0.1,0.0,308.35
355673,2020-03-25,"Dairy Cooler Beverages, Milk 16oz Whole Strawbry",1.99,91,181.09,0.04,0.3,0.0,180.79
355673,2020-03-25,"Dairy Cooler Beverages, Milk 16oz Whole White",1.99,102,202.98,0.05,0.3,0.0,202.68
355673,2020-03-25,"Dairy Cooler Beverages, Nesquik Choc Fat Free",1.99,5,9.95,0.0,0.1,0.0,9.85
355673,2020-03-25,"Dairy Cooler Beverages, Nesquik Choc LowFat",1.99,137,272.63,0.06,0.2,0.0,272.43
355673,2020-03-25,"Dairy Cooler Beverages, Nesquik Double Chocolate",1.99,89,177.11,0.04,0.5,0.0,176.61
355673,2020-03-25,"Dairy Cooler Beverages, Nesquik Strawberry",1.99,49,97.51,0.02,0.0,0.0,97.51
355673,2020-03-25,"Honest Kids Juice Pouch, Appley Ever After",1.29,8,10.32,0.0,0.0,0.0,10.32
355673,2020-03-25,"Cold Brew Coffee, Large",3.79,521,1974.59,0.45,239.34,3.79,1731.46
355673,2020-03-25,"Cold Brew Coffee, Medium",3.29,504,1658.16,0.38,63.98,3.29,1590.89
355673,2020-03-25,"Cold Brew Coffee, Small",2.79,126,351.54,0.08,0.0,0.0,351.54
355673,2020-03-25,"Energy Cold Brew, Large",4.69,65,304.85,0.07,32.83,0.0,272.02
355673,2020-03-25,"Energy Cold Brew, Medium",4.49,86,386.14,0.09,45.12,0.0,341.02
355673,2020-03-25,"Energy Cold Brew, Small",4.09,8,32.72,0.01,0.0,0.0,32.72
355673,2020-03-25,"Iced Coffee, Large, Dark Roast",3.29,177,582.33,0.13,50.25,0.0,532.08
355673,2020-03-25,"Iced Coffee, Large, Decaf",3.29,184,605.36,0.14,7.22,0.0,598.14
355673,2020-03-25,"Iced Coffee, Large, Original Blend",3.29,4348,14304.92,3.25,842.62,23.03,13439.27
355673,2020-03-25,"Iced Coffee, Medium, Dark Roast",2.79,102,284.58,0.06,12.74,0.0,271.84
355673,2020-03-25,"Iced Coffee, Medium, Decaf",2.79,183,510.57,0.12,3.63,0.0,506.94
355673,2020-03-25,"Iced Coffee, Medium, Original Blend",2.79,7369,20559.51,4.67,382.58,8.37,20168.56
355673,2020-03-25,"Iced Coffee, Small, Dark Roast",2.29,18,41.22,0.01,0.0,0.0,41.22
355673,2020-03-25,"Iced Coffee, Small, Decaf",2.29,83,190.07,0.04,4.8,0.0,185.27
355673,2020-03-25,"Iced Coffee, Small, Original Blend",2.29,1986,4547.94,1.03,39.64,4.58,4503.72
355673,2020-03-25,"Coolatta, Large, Blue Raspberry",4.29,9,38.61,0.01,8.58,0.0,30.03
355673,2020-03-25,"Coolatta, Large, Strawberry",4.29,22,94.38,0.02,8.58,0.0,85.8
355673,2020-03-25,"Coolatta, Large, Vanilla Bean",4.29,49,210.21,0.05,60.06,4.29,145.86
355673,2020-03-25,"Coolatta, Medium, Blue Raspberry",3.79,64,242.56,0.06,0.0,0.0,242.56
355673,2020-03-25,"Coolatta, Medium, Strawberry",3.79,57,216.03,0.05,3.79,0.0,212.24
355673,2020-03-25,"Coolatta, Medium, Vanilla Bean",3.79,92,348.68,0.08,0.19,0.0,348.49
355673,2020-03-25,"Coolatta, Small, Blue Raspberry",2.99,148,442.52,0.1,4.64,0.0,437.88
355673,2020-03-25,"Coolatta, Small, Cotton Candy",2.99,1,2.99,0.0,0.0,0.0,2.99
355673,2020-03-25,"Coolatta, Small, Grape",2.99,3,8.97,0.0,0.0,0.0,8.97
355673,2020-03-25,"Coolatta, Small, Strawberry",2.99,113,337.87,0.08,3.29,0.0,334.58
355673,2020-03-25,"Coolatta, Small, Vanilla Bean",2.99,109,325.91,0.07,0.3,0.0,325.61
355673,2020-03-25,"Coolatta, X-Small, Blue Raspberry",1.79,1,1.79,0.0,0.0,0.0,1.79
355673,2020-03-25,Add Espresso Shot,0.99,1147,1135.53,0.26,0.4,2.97,1132.16
355673,2020-03-25,"Add Espresso Shot - Espresso, Decaf",0.99,1,0.99,0.0,0.0,0.0,0.99
355673,2020-03-25,"Add Espresso Shot - Espresso, Regular",0.99,229,226.71,0.05,0.35,0.0,226.36
355673,2020-03-25,"Add Espresso Shot - Hot Winter Beverages, Regular",0.99,11,10.89,0.0,0.05,0.0,10.84
355673,2020-03-25,Add Shot Espresso (D-cnd),0.99,4,3.96,0.0,0.0,0.0,3.96
355673,2020-03-25,"Americano, Large, Decaf",3.99,4,15.96,0.0,0.0,0.0,15.96
355673,2020-03-25,"Americano, Large, Original",3.99,72,287.28,0.07,19.95,3.99,263.34
355673,2020-03-25,"Americano, Medium, Decaf",2.0,1,2.0,0.0,0.0,0.0,2.0
355673,2020-03-25,"Americano, Medium, Decaf",3.59,2,7.18,0.0,0.0,0.0,7.18
355673,2020-03-25,"Americano, Medium, Original",2.0,16,32.0,0.01,0.0,0.0,32.0
355673,2020-03-25,"Americano, Medium, Original",3.59,172,617.48,0.14,15.72,3.59,598.17
355673,2020-03-25,"Americano, Small, Original",3.09,115,355.35,0.08,0.9,0.0,354.45
355673,2020-03-25,"Cappuccino, Large, Decaf",3.99,1,3.99,0.0,0.0,0.0,3.99
355673,2020-03-25,"Cappuccino, Large, Original",3.99,91,363.09,0.08,19.95,3.99,339.15
355673,2020-03-25,"Cappuccino, Medium, Decaf",2.0,12,24.0,0.01,0.1,0.0,23.9
355673,2020-03-25,"Cappuccino, Medium, Decaf",3.59,4,14.36,0.0,0.18,0.0,14.18
355673,2020-03-25,"Cappuccino, Medium, Original",2.0,138,276.0,0.06,2.3,2.0,271.7
355673,2020-03-25,"Cappuccino, Medium, Original",3.59,176,631.84,0.14,16.91,0.0,614.93
355673,2020-03-25,"Cappuccino, Small, Decaf",3.09,4,12.36,0.0,0.0,0.0,12.36
355673,2020-03-25,"Cappuccino, Small, Original",3.09,121,373.89,0.08,0.46,0.0,373.43
355673,2020-03-25,D-Espresso,0.99,3,2.97,0.0,0.0,0.0,2.97
355673,2020-03-25,"Iced Americano, Large, Original",4.49,87,390.63,0.09,22.45,4.49,363.69
355673,2020-03-25,"Iced Americano, Medium, Original",2.0,8,16.0,0.0,2.0,0.0,14.0
355673,2020-03-25,"Iced Americano, Medium, Original",4.09,92,376.28,0.09,41.78,0.0,334.5
355673,2020-03-25,"Iced Americano, Small, Original",3.59,18,64.62,0.01,0.0,0.0,64.62
355673,2020-03-25,"Iced Cappuccino, Large, Decaf",4.49,2,8.98,0.0,4.49,0.0,4.49
355673,2020-03-25,"Iced Cappuccino, Large, Original",4.49,81,363.69,0.08,27.16,0.0,336.53
355673,2020-03-25,"Iced Cappuccino, Medium, Decaf",2.0,1,2.0,0.0,0.0,0.0,2.0
355673,2020-03-25,"Iced Cappuccino, Medium, Decaf",4.09,1,4.09,0.0,0.0,0.0,4.09
355673,2020-03-25,"Iced Cappuccino, Medium, Original",2.0,65,130.0,0.03,0.5,0.0,129.5
355673,2020-03-25,"Iced Cappuccino, Medium, Original",4.09,84,343.56,0.08,22.81,4.09,316.66
355673,2020-03-25,"Iced Cappuccino, Small, Decaf",3.59,1,3.59,0.0,0.0,0.0,3.59
355673,2020-03-25,"Iced Cappuccino, Small, Original",3.59,42,150.78,0.03,0.0,0.0,150.78
355673,2020-03-25,"Iced Chai Latte, Large",3.89,2,7.78,0.0,0.0,0.0,7.78
355673,2020-03-25,"Iced Chai Latte, Medium",3.39,1,3.39,0.0,0.0,0.0,3.39
355673,2020-03-25,"Iced Latte, Large, Decaf",4.49,8,35.92,0.01,0.0,0.0,35.92
355673,2020-03-25,"Iced Latte, Large, Original",4.49,928,4166.72,0.95,446.07,17.96,3702.69
355673,2020-03-25,"Iced Latte, Medium, Decaf",2.0,25,50.0,0.01,0.1,0.0,49.9
355673,2020-03-25,"Iced Latte, Medium, Decaf",4.09,18,73.62,0.02,0.0,0.0,73.62
355673,2020-03-25,"Iced Latte, Medium, Original",2.0,1312,2624.0,0.6,21.4,0.0,2602.6
355673,2020-03-25,"Iced Latte, Medium, Original",4.09,1375,5623.75,1.28,164.5,4.09,5455.16
355673,2020-03-25,"Iced Latte, Small, Decaf",3.59,18,64.62,0.01,0.0,0.0,64.62
355673,2020-03-25,"Iced Latte, Small, Original",3.59,395,1418.05,0.32,15.62,0.0,1402.43
355673,2020-03-25,"Iced Macchiato, Large, Original",4.79,386,1848.94,0.42,254.11,19.16,1575.67
355673,2020-03-25,"Iced Macchiato, Medium, Decaf",4.39,4,17.56,0.0,0.0,0.0,17.56
355673,2020-03-25,"Iced Macchiato, Medium, Original",4.39,597,2620.83,0.6,40.61,4.39,2575.83
355673,2020-03-25,"Iced Macchiato, Small, Decaf",3.89,4,15.56,0.0,0.0,0.0,15.56
355673,2020-03-25,"Iced Macchiato, Small, Original",3.89,191,742.99,0.17,0.0,3.89,739.1
